id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;release_date;manufacturer;oem;platform;genre;weight_g;length_mm;width_mm;height_mm;location;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
AJ74QY;155968;Room Copenhagen - LEGO Storeage Brick 4 - Light Purple (40031738);Baby and Children - Textile and Interior - Interior and Decor - Baskets and Boxes;;10.4;5706773400386;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AJ74QY/a59a6f7d6529481082c59b4537cf107c.png/f/room-copenhagen-lego-storeage-brick-4-light-purple-40031738.png;3;Room Copenhagen;;;;;;Room Copenhagen;40031738;;;1000.0;250.0;250.0;180.0;1;;;;;;;;;Lavender;;;;;;;;;;;;;;;;;;;;;;;Pink;;;;;;;;;;;;;;;;;<p>	Super fun box Lego boxes from Room Copenhagen. They are useful in the children's room for storing, playing, building and decoration. Your child will love them. They can also be used in your living room for storage or just for decoration. Choose from a lot of delicious colors.</p><p>	<strong>Useful information about Room Copenhagen Lego Storeage Brick 4</strong></p><ul>	<li>Size: 250 x 250 x 180 mm. /  9.8 x 9.8 x 7.1 in</li>	<li>Material: Polypropylene (PP)</li>	<li>Safety: BPA and Phthalate free. No PVC used</li></ul>
23B68P;1196920;Transformers - Bumblebee Cyberverse Adventures - Dinobot Snarl (F2770);Toys - Figures - Kids TV and Movie Characters;;13.4;;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/23B68P/2917dccc89be4fde9be8cb78b4eb71f1.jpg/f/transformers-bumblebee-cyberverse-adventures-dinobot-snarl-f2770.jpg;7;Transformers;;;;;;Hasbro;F2770;;;137.0;250.0;160.0;60.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>The war between heroic Autobots and evil Decepticons continues on the Bumblebee Cyberverse Adventures animated series! As a powerful new threat targets Cybertron, it is up to Grimlock and his new friends, the Dinobots, to unite and save the planet! Discover the unique powers and skills of each Bumblebee Cyberverse Adventures character, and see how those powers will be used to defend Cybertron… or threaten it. Easily convert and attack with Transformers Bumblebee Cyberverse Adventures Action Attackers toys! Simply convert Dinobot Snarl figure from stegosaurus to robot mode in 11 steps. The last conversion step activates the figure’s&nbspPower Slash move! Once converted, move can be repeated through easy reactivation steps. Collect other Action Attackers figures, each sold separately, to discover the signature attack moves of favorite characters from the Bumblebee Cyberverse Adventures series -- one of the best ways to introduce young kids and new fans to the exciting world of Transformers! Transformers and all related characters are trademarks of Hasbro. Hasbro and all related terms are trademarks of Hasbro.<br><br>•5.4-INCH DINOBOT SNARL FIGURE: Warrior Class Dinobot Snarl figure is 5.4 inches tall.<br>•REPEATABLE ATTACK MOVE: Convert Dinobot Snarl to activate his signature Power Slash move. Fun attack move can be repeated through easy reactivation steps.<br>•2-IN-1 CONVERTING TOY: Easy Transformers conversion for kids 6 years old and up! Convert Dinobot Snarl toy from stegosaurus to robot mode in 11 steps. Makes a great gift for kids!<br>•TRANSFORMERS BUMBLEBEE CYBERVERSE ADVENTURES CHARACTER: Dinobot Snarl toy robot inspired by the skeptical Dinobot ally from the Transformers Bumblebee Cyberverse Adventures cartoon, as seen on Cartoon Network and YouTube.<br>•INSPIRED BY CARTOON NETWORK SHOW: In the G1-inspired Bumblebee Cyberverse Adventures series, giant Transformers robots from the planet Cybertron engage in epic battles, activating signature abilities&nbspknown as Action Attacks! Kids can imagine unleashing this special power with this Action Attackers figure!<br><br>•Ages 6 and up<br>•Warning: Choking Hazard - Small parts may be generated. Not for children under 3 years.<br>•Includes Dinobot Snarl Warrior Class figure, accessory, and instructions</p>
238YF6;1181019;Z-Line Gasgrill w. 3 burners;Garden, Patio and Outdoor - Grills and outdoor cooking - Grill - Gas Grills;;91.99;5709386900601;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238YF6/a06b56ef0f71404e934d40eee3a0f1d8.jpg/f/z-line-gasgrill-w-3-burners.jpg;3;;;;;;;H. P. Schou;;;;17240.0;600.0;470.0;330.0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Fire me Up! En unik gasgrill med hele 3 brændere til en fantastisk pris. Tag ikke fejl Z-Line kan klare arbejdet, så er du til stegt flæsk, pølser, bøffer eller noget helt andet, så får du en stor grill med plads til det meste, som kræver en god grill aften med venner eller familie.&nbsp</p><p>Grillen har følgende specs:</p><p>&nbsp  </p><p>Grillriste 2 stk. i emaljeret stål  </p><p>3 stål brændere 2,35 kW per enhed  </p><p>Effekt: Total 7,05 KW  </p><p>2 Hjul og 2 sideborde  </p><p>Front: sort lakeret stål  </p><p>Knapper i sølv type: No. 18-0086  </p><p>CE godkendt efter Gas direktiv 209/142  </p><p>EN498:2012  </p><p>Rist fødevare testet  </p><p>Mål på grill: B 102 x H 97 x D 49 cm  </p><p>Riststørrelse: B25 X D 34CM X 2stk</p>
237VS8;1172655;Paw Patrol - Buildable Vehicle Playset - Chase (GYJ00);Toys - Figures - Kids TV and Movie Characters;;11.3;0887961972603;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/237VS8/5c151ba9941942eeb8efed544e003ed6.jpg/f/paw-patrol-buildable-vehicle-playset-chase-gyj00.jpg;149;Paw Patrol;;;;;;Mattel;GYJ00;;;614.0;260.0;225.0;65.0;1;;;;;;;;;Multi;;;;;;;;;;;;;;;;;;;;;;;Multi;;;;;;;;;Paw Patrol;;;;;;;;<p>Paw Patrol to the rescue. No job is too big and no puppy is too small. Join the Paw Patrol and be inspired by their adventure mission in Adventure City, which is full of friendship, cooperation and bravery.</p><p>Young children will love building Chase's police car and rescue equipment inspired by Paw Patrol The Movie. This kit comes with posable Chase figure. Children can build Chase's police car to put Chase in the driver's seat when he goes on new rescue missions.</p><p>Included: 31 parts.</p>
BE5P4Q;92838;Thief;Video Games and Consoles - PlayStation 4 - Games;16+;9.75;5021290057166;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/BE5P4Q/5c1e3328f8c54722bb41d455fbc8c5f5.jpg/f/thief.jpg;54;;English,German,French,Italian,Russian,Spanish;English;English,German,French,Italian,Polish,Russian,Spanish;16+;2014-02-28;Square Enix;E110526;PlayStation 4;Stealth;120.0;175.0;135.0;14.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Garrett, the Master Thief, steps out of the shadows into the City. In this treacherous place, where the Baron's Watch spreads a rising tide of fear and oppression, his skills are the only things he can trust. Even the most cautious citizens and their best- guarded possessions are not safe from his reach.<br /><br />Includes Extra Content:</p><ul>	<li>The Bank Heist</li>	<li>Booster Pack<br />	<br />	As an uprising emerges, Garrett finds himself entangled in growing layers of conflict. Lead by Orion, the voice of the people, the tyrannized citizens will do everything they can to claim back the City from the Baron's grasp. The revolution is inevitable. If Garrett doesn't get involved, the streets will run red with blood and the City will tear itself apart.<br />	 </li>	<li>YOU ARE GARRETT, THE MASTER THIEF - Step into the silent shoes of Garrett, a dark and solitary thief with an unrivaled set of skills. The most challenging heists, the most inaccessible loots, the best kept secrets: nothing is out of your reach.</li>	<li>THE CITY: YOURS FOR THE TAKING - Explore the sick and troubled City, from its shady back alleys to the heights of its rooftops. Sneak into rich houses, infiltrate the best-guarded mansions and lurk in every dark corner... unnoticed and unsanctioned.</li>	<li>CHOOSE YOUR APPROACH - Leverage Garrett's arsenal to take down guards with your blackjack, shoot one of your many arrow types or use your newly acquired focus abilities to manipulate the environment and outsmart your enemies. What kind of Master Thief will you be?</li>	<li>UNPRECEDENTED IMMERSION - Become one with the world thanks to ground-breaking visual elements and a truly tactile and visceral first-person experience. Through jaw-dropping Next-Gen technical possibilities, THIEF delivers unprecedented immersion through sights, sounds and artificial intelligence.<br />	 </li></ul>
AG947J;1139979;Waytoplay - Grand prix, 24 pc;Toys - Cars, trains and vehicles - Car lanes;;37.5;8719327075708;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AG947J/94bf19f89a5e4dbab16270deb2480877.jpg/f/waytoplay-grand-prix-24-pc.jpg;10;Waytoplay;;;;;;Waytoplay;3524GP;;;1769.0;270.0;145.0;75.0;2;;;;;;;;;Black;;;;;;;;;;;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;<p>Kids just love car racing adventures. With their last gasp winners, cool underdogs and dastardly villains. The new Grand Prix set by waytoplay brings that excitement into your home. Countdown starts, amazing pit stops and daring takeovers. 24 specially printed road segments offer maximum racing fun - fully compatible with existing waytoplay sets.</p><p>Waytoplay Grand Prix encourages imaginative play. Let your children create their own circuits and racing stories. Using their favourite toys to have endless high speed fun.</p><p>Features:</p><ul><li>24 segment, flexible and durable toy circuit</li><li>Circuit length 384 cm</li><li>16 curves and 8 straights, printed on both sides</li><li>Special ‘Grand Prix’ printing on the curves, including curbstones</li><li>Special ‘Grand Prix’ printing on the straights featuring start grid, finish line and pit lane</li><li>Can be used on almost any surface, indoors or outside</li><li>Easy to connect parts</li><li>Encourages imaginative play</li><li>Perfect to combine with other toys</li></ul><p>Waytoplay is more than a toy, it is a Dutch Design original. Each set features easy to connect road segments. Straights, curves, parking spaces, roundabouts, junctions and more. Made of high grade, child safe rubber, simply roll out an adventure anywhere and anytime. Indoors and out! The beach, deep pile carpet or that bumpy garden path, turn any place into your waytoplay. The open ended sets can be added to, for endless fun. Let your child find its way to play and become king of the road.</p>
239Z74;1188726;Bed Linen - Junior Size 100x140 cm - Paw Patrol (1029152);Baby and Children - Textile and Interior - Bedding - Junior Bedding;;12.2;5714710009608;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/239Z74/5be94164af6345149ac21bdf3ff3750d.png/f/bed-linen-junior-size-100x140-cm-paw-patrol-1029152.png;5;BrandMac;;;;;;BrandMac;1029152;;;500.0;290.0;190.0;35.0;2;;;;;;;;;Orange;;;;;;;;;;;;;;;;140;;;;;;;Orange;;;;;;;;;;;;;;;;100;<p><b>Do you know a little one who is a fan of Paw Patrol? Now the popular dogs can be found on bedding so you can always have the heroes close to you.</b></p><p>Beautiful bedding set with motif inspired by the popular animated series Paw Patrol. The bedding is double-sided reversible, ie. that on the bedding there are different motifs on both sides. This bedding is the perfect gift for a Paw Patrol fan!</p><p><b>Details of Paw Patrol bedding in junior size:</b></p><ul><li>Duvet cover: 100 x 140cm</li><li>Cushion cover: 1 x 45 x 40 cm</li><li>Material: 100% cotton</li><li>Motive: Paw Patrol</li><li>Wash: 60 degrees</li><li>Tumble dryer: Yes</li><li>Ironing: Yes - But not necessary</li><li>Certification: STANDARD 100 by OEKO-TEX® (Your guarantee that the bedding set is 100% free of harmful chemicals)</li></ul>
AB6RZ2;1135788;Karaoke Machine W/Bluetooth (30135);Toys - Play Music instruments - Karaoke Machines;;31.75;5713396301358;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AB6RZ2/c38c2d18b467448c92af1adc257db68d.png/f/karaoke-machine-w-bluetooth-30135.png;6;;;;;;;Liniex;30135;;;2000.0;350.0;200.0;180.0;1;;;;;;;;;Black;;;;;;;;;;;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;<p>This karaoke maschine has cool light effects, a microphone and came play a wide range of songs. The machine har a rechangeable battery, AUX in, USB charging cabel and bluetooth. It is easy to use and gives you the chance to discover your inner popstar.&nbsp</p><p>Size:&nbsp33,5&nbspx&nbsp20,2&nbspx&nbsp18,2cm<br></p>
23647A;1157770;Lenovo - G34w-10 34 Ultrawide QHD Curved Gaming Monitor 144Hz 1ms HDMI DP;Computers - Monitors;;396.25;0194552480257;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/23647A/9d41215298674e898a0d568ef99cc816.jpg/f/lenovo-g34w-10-34-ultrawide-qhd-curved-gaming-monitor-144hz-1ms-hdmi-dp.jpg;25;Lenovo;;;;;;Lenovo;66A1GACBEU;;;11000.0;940.0;480.0;280.0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<h3>GAMES THE WAY THEY ARE MEANT TO BE PLAYED</h3><p>With the Lenovo G34w-10, gaming is a lot more thrilling. The WQHD, curved panel is designed to bring you an immersive gaming experience and draw you right into whatever world the game is in. To bring you smooth gameplay that’s free of any input lag and screen-tearing,<br>this monitor has a 144 Hz refresh rate coupled with built-in AMD Radeon FreeSyncTM*. When engulfed in your game, its Low Blue Light technology protects your eyes from strain. The monitor, a high-performance gaming device, is aesthetically built and aims to bring<br>you an incomparable gaming experience.</p><p>The Lenovo G34w comes equipped with AMD Radeon FreeSync&trade technology* that cuts down screen tearing and choppiness&mdashyour gameplay is rendered smooth, the way it was meant to be. This monitor also has a high 144 Hz refresh rate, minimizing motion blur and keeping<br>you at pace with all in-game movements. This monitor has a snappy 1ms response time with Moving Picture Response Time** (MPRT) that translates to lower ghosting in fast games, so you experience unshackled gaming, every time.&nbsp</p><p>Product Lenovo G34w-10<br>Display Size 34<br>View Area 797.22x333.72 mm<br>Aspect Ratio 21:9<br>Resolution 3440x1440<br>Dot / Pixel Per Inch 109 dpi<br>View Angle (H / V) 178 / 178<br>Pixel Response Time 1ms (with MPRT) / 4 ms (Extreme mode) / 6 ms (Typical mode) / 14 ms (off mode)<br>Refresh Rate 144 Hz<br>Brightness 350 nits<br>Contrast Ratio 3000:1<br>Color Gamut 72% NTSC<br>Multiple Input HDMI, DP<br>USB Port None<br>Camera None<br>Speaker None<br>Power Consumption (Typical / Maximum) 43W / 50W<br>Power Adapter Integrated<br>Stand Tilt, Height Adjust Stand<br>Color Black<br>Side Bezel Width 1.9 mm<br>Dimensions with Stand (HxWxD) 541.84x808.6x259.96 mm<br>Weight (Including Stand) 17.85lb / 8.1kg<br>Monitor Cable DP<br>ENERGY STAR None<br>TCO None<br>EPEAT None<br>Sync Technology AMD FreeSync Premium</p><p>SKU:&nbsp66A1GACBEU<br>EAN: 194552480257</p>
2367QN;1159333;Bubble Bobble 4 Friends The Baron is BACK!;Video Games and Consoles - PlayStation 4 - Games;3+;23.99;4260650741111;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2367QN/abfe350d4cf841849bed59272e573e7c.png/f/bubble-bobble-4-friends-baron-is-back.png;71;;English;English;English,German,Spanish,French,Italian;0+;2020-11-17;ININ;108194;PlayStation 4;Platform, Local Co-Op;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Bubble Bobble 4 Friends: The Baron is Back! is a single-screen platform action game released as a new addition to Bubble Bobble 4 Friends. It will feature an extended content, including the invincible Baron von Blubba which is increasing the challenge even more!<br>Bubble Bobble 4 Friends received a lot of praise from the critics and fans, with many requesting more content. Hence The Baron is Back comes with 100 new additional stages. So there are twice as many stages as before! It also includes a much requested online ranking feature that allows players worldwide to compare their high-scores and compete against each other.<br>The return of the fan-favorite villain, Baron von Blubba, brings additional thrill and makes the new stages quite challenging, given that he is invincible.<br>You can play together in multiplayer with up to four players. Also included is the original arcade version of Bubble Bobble.<br><br></p><p>A celebration for fans and fun for the whole family!</p>
2367QP;1159334;Bubble Bobble 4 Friends The Baron is BACK!;Video Games and Consoles - Nintendo Switch - Games;3+;25.5;4260650741159;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2367QP/d73004a92f3e45de90de85a99e776540.png/f/bubble-bobble-4-friends-baron-is-back.png;54;;English;English;English,French,German,Spanish,Italian;;2020-11-17;ININ;104194;Nintendo Switch;Platform, Local Co-Op;60.0;170.0;105.0;10.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Bubble Bobble 4 Friends: The Baron is Back! is a single-screen platform action game released as a new addition to Bubble Bobble 4 Friends. It will feature an extended content, including the invincible Baron von Blubba which is increasing the challenge even more!<br>Bubble Bobble 4 Friends received a lot of praise from the critics and fans, with many requesting more content. Hence The Baron is Back comes with 100 new additional stages. So there are twice as many stages as before! It also includes a much requested online ranking feature that allows players worldwide to compare their high-scores and compete against each other.<br>The return of the fan-favorite villain, Baron von Blubba, brings additional thrill and makes the new stages quite challenging, given that he is invincible.<br>You can play together in multiplayer with up to four players. Also included is the original arcade version of Bubble Bobble.<br><br></p><p>A celebration for fans and fun for the whole family!</p>
234BK7;1144815;Hape - Trolley with blocks (8259);Toys - Baby and Toddler Toys - Baby Walkers;;15.25;6943478022584;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/234BK7/810a1c01c8a5422fa5024ce2c573cc73.jpg/f/hape-trolley-with-blocks-8259.jpg;48;Hape;;;;;;Hape;8259;;;2160.0;380.0;360.0;115.0;2;;;;;;;;;Red;;;;;;;;;;;;;;;;;;;;;;;Red;;;;;;;;;;;;;;;;;<p>Hape Trolley with blocks&nbspwill have children zooming past on their feet in no time.&nbspGreat for early stages of walking while also providing a fun puzzle.&nbspImprove motor skills, balance, and coordination.&nbspNon-toxic finishes and child safe materials.</p><p>Size: 36 x 38 x 11,5 cm<br></p><p><p><strong>Hape Toys is one of the world’s largest producers of toys made from sustainable materials.&nbsp</strong></p><p>Hape toys are both creatively designed and eco-friendly. Neither culture, nor language, nor gender inhibits the intuitive process of play.</p><p>All of the products meet, and more often, exceed the strictest international standards for quality and safety. But behind the innovative designs and meticulous quality lies the even stronger ethos of Hape. &nbsp&nbsp</p><p>Hape is currently building a world-class Early Childhood Education Center and Environmental Development faciltiy in Gongtong. Education will enable children to experience the beauty of nature, traditional Chinese culture, local resources, and universal play. The Campus will include facilities to host research and educational groups who are exploring the use of bamboo and other natural materials.</p><p>A collaboration of international and local employees creates a global corporate culture with a particular understanding and respect for the world in which we live. Sustainability, education, innovation and fun. Hape Toys represents the next generation of play.</p><p><br></p></p>
235Y6D;1157337;Mortal Shell;Video Games and Consoles - PlayStation 4 - Games;16+;21.5;5055957702793;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235Y6D/9ab9b0e81e314f01bf7dbd64e9bdb817.jpg/f/mortal-shell.jpg;39;;English;English;English,German,Spanish,French,Italian,Portuguese,Russian;16+;2020-10-30;Playstack Ltd.;;PlayStation 4;Roleplaying, Action;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Mortal Shell is a ruthless and deep action-RPG that tests your sanity and resilience in a shattered world.</strong></p><p>As the remains of humanity wither and rot, zealous foes fester in the ruins. They spare no mercy, with survival demanding superior awareness, precision and instincts. Track down hidden sanctums of devout followers and discover your true purpose.</p><ul><li><p><strong>Possess Lost Warriors</strong>: The anima of defeated warriors are yours to discover. Inhabit these Mortal Shells and open your understanding to their unique masteries of combat</p></li><li><p><strong>Iron sharpens iron:</strong> Combat is strategic, deliberate, and unforgiving. Only use your sword when an opportunity opens up</p></li><li><p><strong>Deep Upgrade Paths: </strong>The stronger your connection to each Mortal Shell grows, the better you can harness their innate talents. Recover venerable weapons, sharpen your iron with acid, and study devastating arcane powers</p></li><li><p><strong>Face Formidable Foes:</strong> Your path is guarded by desperate adversaries, devoted to inscrutable gods. Behold creatures both pitiable and grotesque, but do not let fear halt your journey</p></li></ul>
235Y6E;1157338;Mortal Shell;Video Games and Consoles - Xbox One - Games;;19.5;5055957702922;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235Y6E/25472a5f4dc641358e86a683d2766c7d.jpg/f/mortal-shell.jpg;45;;English;English;English;16+;2020-10-30;Playstack Ltd.;;Xbox One;Roleplaying, Action;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Mortal Shell is a ruthless and deep action-RPG that tests your sanity and resilience in a shattered world.</strong></p><p>As the remains of humanity wither and rot, zealous foes fester in the ruins. They spare no mercy, with survival demanding superior awareness, precision and instincts. Track down hidden sanctums of devout followers and discover your true purpose.</p><ul><li><p><strong>Possess Lost Warriors</strong>: The anima of defeated warriors are yours to discover. Inhabit these Mortal Shells and open your understanding to their unique masteries of combat</p></li><li><p><strong>Iron sharpens iron:</strong> Combat is strategic, deliberate, and unforgiving. Only use your sword when an opportunity opens up</p></li><li><p><strong>Deep Upgrade Paths: </strong>The stronger your connection to each Mortal Shell grows, the better you can harness their innate talents. Recover venerable weapons, sharpen your iron with acid, and study devastating arcane powers</p></li><li><p><strong>Face Formidable Foes:</strong> Your path is guarded by desperate adversaries, devoted to inscrutable gods. Behold creatures both pitiable and grotesque, but do not let fear halt your journey</p></li></ul>
237SB8;1171979;Mortal Shell (Deluxe Edition);Video Games and Consoles - Xbox Series X - Games;;24.25;5055957702984;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/237SB8/047cdd279b3745d1bd6742df4ae6458c.jpg/f/mortal-shell-deluxe-edition.jpg;14;;English;English;English;;2021-04-09;Playstack Ltd.;;Xbox Series X;Roleplaying, Action;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Deluxe Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Mortal Shell is a ruthless and deep action-RPG that tests your sanity and resilience in a shattered world.</strong></p><p>As the remains of humanity wither and rot, zealous foes fester in the ruins. They spare no mercy, with survival demanding superior awareness, precision and instincts. Track down hidden sanctums of devout followers and discover your true purpose.</p><ul><li><p><strong>Possess Lost Warriors</strong>: The anima of defeated warriors are yours to discover. Inhabit these Mortal Shells and open your understanding to their unique masteries of combat</p></li><li><p><strong>Iron sharpens iron:</strong> Combat is strategic, deliberate, and unforgiving. Only use your sword when an opportunity opens up</p></li><li><p><strong>Deep Upgrade Paths: </strong>The stronger your connection to each Mortal Shell grows, the better you can harness their innate talents. Recover venerable weapons, sharpen your iron with acid, and study devastating arcane powers</p></li><li><p><strong>Face Formidable Foes:</strong> Your path is guarded by desperate adversaries, devoted to inscrutable gods. Behold creatures both pitiable and grotesque, but do not let fear halt your journey</p></li></ul>
237SB6;1171978;Mortal Shell (Deluxe Edition);Video Games and Consoles - PlayStation 5 - Games;16+;24.25;5055957703011;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/237SB6/70c795970c0d4653b381d7aea0474e79.jpg/f/mortal-shell-deluxe-edition.jpg;50;;English;English;English,German,Spanish,French,Italian,Polish,Brazilian,Portuguese,Russian,Japanese,Korean;16+;2021-04-09;Playstack Ltd.;;PlayStation 5;Roleplaying, Action;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Deluxe Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Mortal Shell is a ruthless and deep action-RPG that tests your sanity and resilience in a shattered world.</strong></p><p>As the remains of humanity wither and rot, zealous foes fester in the ruins. They spare no mercy, with survival demanding superior awareness, precision and instincts. Track down hidden sanctums of devout followers and discover your true purpose.</p><ul><li><p><strong>Possess Lost Warriors</strong>: The anima of defeated warriors are yours to discover. Inhabit these Mortal Shells and open your understanding to their unique masteries of combat</p></li><li><p><strong>Iron sharpens iron:</strong> Combat is strategic, deliberate, and unforgiving. Only use your sword when an opportunity opens up</p></li><li><p><strong>Deep Upgrade Paths: </strong>The stronger your connection to each Mortal Shell grows, the better you can harness their innate talents. Recover venerable weapons, sharpen your iron with acid, and study devastating arcane powers</p></li><li><p><strong>Face Formidable Foes:</strong> Your path is guarded by desperate adversaries, devoted to inscrutable gods. Behold creatures both pitiable and grotesque, but do not let fear halt your journey</p></li></ul>
235Y6C;1157336;Mortal Shell;Video Games and Consoles - PC - Games;;11.75;5055957702762;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235Y6C/6fb368d3626947a7b7355a43869b2a05.jpg/f/mortal-shell.jpg;4;;English;English;English;;2020-10-30;Playstack Ltd.;;PC;Roleplaying, Action;100.0;190.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Mortal Shell is a ruthless and deep action-RPG that tests your sanity and resilience in a shattered world.</strong></p><p>As the remains of humanity wither and rot, zealous foes fester in the ruins. They spare no mercy, with survival demanding superior awareness, precision and instincts. Track down hidden sanctums of devout followers and discover your true purpose.</p><ul><li><p><strong>Possess Lost Warriors</strong>: The anima of defeated warriors are yours to discover. Inhabit these Mortal Shells and open your understanding to their unique masteries of combat</p></li><li><p><strong>Iron sharpens iron:</strong> Combat is strategic, deliberate, and unforgiving. Only use your sword when an opportunity opens up</p></li><li><p><strong>Deep Upgrade Paths: </strong>The stronger your connection to each Mortal Shell grows, the better you can harness their innate talents. Recover venerable weapons, sharpen your iron with acid, and study devastating arcane powers</p></li><li><p><strong>Face Formidable Foes:</strong> Your path is guarded by desperate adversaries, devoted to inscrutable gods. Behold creatures both pitiable and grotesque, but do not let fear halt your journey</p></li></ul>
2376X9;1167461;TOPModel - XXL Pencil Case - Butterfly (0411174);Toys - School - Pencilcase;;28.5;4010070565701;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2376X9/f2ebc9c81d714852a85a18f58ddeb66e.jpg/f/topmodel-xxl-pencil-case-butterfly-0411174.jpg;10;Topmodel;;;;;;Depesche;0411174;;;700.0;280.0;200.0;45.0;1;;;;;;;;;Multi;;;;;;;;;;;;;;;;;;;;;;;Multi;;;;;;;;;;;;;;;;;<p><strong>Indulge your child to this fantastic pencil case, with a motif by TOPModel!</strong></p><p>Children love to have the right and cool school things, as it often makes schooling better. Children feel more motivated for school when they have school things with the motive of something they love really much.</p><p>The above XXL pencil case bears the motif of TOPModel - a motif that most girls love and thus you can delight your child with this beautiful pencil case. Not only is it beautiful, the pencil case has a ruler, geometric square, scheme, respectively 18 LYRA ink and crayons, eraser, tips, two ordinary pencils, scissors, glue stick, mirror.</p><p><strong>Product info:</strong></p><ul><li><p>Material: 100% polyurethane, front 100% polyvinyl chloride, lining 100% polyester.</p></li><li><p>Brand: TOPModel</p></li></ul>
2397WU;1183445;Paw Patrol - Colour Doodle, Drawing Board - Tegnetavle (32014111);Toys - Arts and Crafts - Doodle & Scribble Boards;;14.9;5056289414620;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2397WU/3c393aa6f2ae47fb8c058bdbd150a04c.jpg/f/paw-patrol-colour-doodle-drawing-board-tegnetavle-32014111.jpg;2;Paw Patrol;;;;;;Amo Toys;32014111;;;570.0;400.0;330.0;50.0;1;;;;;;;;;Multi;;;;;;;;;;;;;;;;;;;;;;;Multi;;;;;;;;;;;;;;;;;<p>Create your own beautiful Paw Patrol drawings on the drawing board - just draw, delete and draw again. Pigs do not and are perfect to take on the go. From 3 years.<br>Includes:<br>- 1 Paw Patrol drawing board<br>- 4 form stamps<br>- 1 pen</p><p></p>
